,Date,Time,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
59,12/22/2017,11:19:49,25.25,25.0,24.81,25.63,123,35,59,45,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.07,440.0,0.934615385,0,0,1
60,12/22/2017,11:20:19,25.25,24.94,24.81,25.69,124,36,61,47,0.1410713905734653,0.05,0.06,0.08,435.0,0.869230769,0,0,1
61,12/22/2017,11:20:50,25.25,25.0,24.81,25.69,124,36,62,47,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.05,430.0,0.738461538,1,0,1
62,12/22/2017,11:21:20,25.25,25.0,24.81,25.63,124,36,61,46,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.1,435.0,0.688461538,0,0,1
63,12/22/2017,11:21:51,25.25,25.0,24.81,25.69,123,36,60,45,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.11,440.0,0.719230769,1,0,1
64,12/22/2017,11:22:22,25.31,25.0,24.81,25.69,123,35,60,46,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.07,445.0,0.830769231,0,0,1
65,12/22/2017,11:22:52,25.31,25.0,24.81,25.63,123,35,60,45,0.1410713905734653,0.06,0.08,0.06,445.0,0.926923077,0,0,1
66,12/22/2017,11:23:23,25.31,25.0,24.81,25.63,124,36,60,45,0.1410713905734653,0.06,0.07,0.07,445.0,0.957692308,0,0,1
67,12/22/2017,11:23:54,25.31,25.0,24.81,25.69,124,35,60,45,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.06,445.0,0.969230769,0,0,1
68,12/22/2017,11:24:24,25.31,25.0,24.81,25.75,124,36,60,46,0.1410713905734653,0.05,0.05,0.11,440.0,0.915384615,0,0,1
69,12/22/2017,11:24:55,25.31,25.0,24.81,25.75,124,36,63,48,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.06,440.0,0.846153846,0,0,1
70,12/22/2017,11:25:25,25.31,25.0,24.81,25.75,124,37,64,49,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.12,445.0,0.857692308,0,0,1
71,12/22/2017,11:25:56,25.31,25.0,24.81,25.69,124,37,65,49,0.1410713905734653,0.05643891291448484,0.08,0.07,445.0,0.903846154,1,0,1
72,12/22/2017,11:26:27,25.31,25.0,24.81,25.75,123,37,64,49,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.09,450.0,0.984615385,1,0,1
73,12/22/2017,11:27:28,25.31,25.25,24.88,25.75,123,31,61,46,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.1,450.0,1.1,1,1,1
74,12/22/2017,11:27:59,25.31,25.63,24.81,25.75,124,29,62,46,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.12,450.0,1.103846154,1,1,1
75,12/22/2017,11:28:29,25.38,25.44,24.81,25.69,150,187,63,49,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.11,450.0,1.088461538,1,1,2
76,12/22/2017,11:29:00,25.38,25.44,24.81,25.75,153,216,63,49,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.14,450.0,1.003846154,1,1,2
77,12/22/2017,11:29:31,25.38,25.44,24.88,25.75,155,234,63,49,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.08,450.0,0.896153846,1,1,2
78,12/22/2017,11:30:01,25.38,25.44,24.81,25.75,156,239,64,50,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.09,445.0,0.719230769,0,1,2
79,12/22/2017,11:30:32,25.38,25.38,24.81,25.81,157,241,67,53,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.1,445.0,0.623076923,0,1,2
80,12/22/2017,11:31:02,25.38,25.38,24.88,25.81,157,242,68,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.09549420151079904,450.0,0.611538462,0,1,2
81,12/22/2017,11:31:33,25.38,25.44,24.81,25.81,157,242,69,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.16,450.0,0.538461538,0,1,2
82,12/22/2017,11:32:04,25.38,25.44,24.88,25.69,158,243,70,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.09549420151079904,455.0,0.646153846,1,0,2
83,12/22/2017,11:32:34,25.38,25.44,24.81,25.81,157,242,67,53,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.1,455.0,0.696153846,1,0,2
84,12/22/2017,11:33:05,25.38,25.31,24.88,25.75,157,242,68,53,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.11,450.0,0.688461538,0,0,2
85,12/22/2017,11:33:36,25.38,25.38,24.88,25.75,157,241,68,53,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.09549420151079904,450.0,0.623076923,1,0,2
86,12/22/2017,11:34:06,25.38,25.38,24.88,25.75,157,241,68,53,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.09549420151079904,445.0,0.45,1,0,2
87,12/22/2017,11:34:37,25.38,25.44,24.88,25.75,157,240,69,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.12,450.0,0.361538462,1,0,2
88,12/22/2017,11:35:08,25.44,25.44,24.88,25.75,157,240,70,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.11,450.0,0.311538462,1,0,2
89,12/22/2017,11:35:38,25.44,25.38,24.88,25.81,157,239,70,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.09549420151079904,450.0,0.303846154,1,0,2
90,12/22/2017,11:36:09,25.44,25.38,24.88,25.81,156,239,70,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.09549420151079904,460.0,0.384615385,1,0,2
91,12/22/2017,11:36:39,25.44,25.44,24.88,25.81,157,239,70,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.15,460.0,0.453846154,0,0,2
92,12/22/2017,11:39:13,25.44,25.5,24.88,25.75,155,236,70,53,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.14,475.0,0.65,1,1,2
93,12/22/2017,11:39:43,25.44,25.56,24.88,25.75,155,236,68,53,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.09549420151079904,480.0,0.819230769,1,1,2
94,12/22/2017,11:40:14,25.44,25.5,24.88,25.75,155,237,69,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.13,480.0,0.957692308,0,1,2
95,12/22/2017,11:40:45,25.44,25.56,24.94,25.75,155,236,69,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.11,485.0,1.161538462,1,1,2
96,12/22/2017,11:41:15,25.44,25.56,24.94,25.81,155,236,70,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.07,490.0,1.380769231,0,1,2
99,12/22/2017,11:42:47,25.5,25.56,24.88,25.81,155,235,72,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.09549420151079904,500.0,2.246153846,0,0,2
100,12/22/2017,11:43:18,25.44,25.56,24.94,25.88,155,236,71,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.09549420151079904,500.0,2.457692308,1,0,2
101,12/22/2017,11:43:48,25.44,25.56,24.94,25.81,155,235,71,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.09549420151079904,440.5484626024045,2.723076923,1,1,2
102,12/22/2017,11:44:19,25.5,25.56,24.94,25.81,155,235,70,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.08,440.5484626024045,2.942307692,1,0,2
103,12/22/2017,11:44:50,25.5,25.56,24.94,25.75,155,234,70,54,0.08,0.05643891291448484,0.07,0.09549420151079904,440.5484626024045,3.111538462,0,0,2
104,12/22/2017,11:45:20,25.44,25.63,24.94,25.81,155,234,70,54,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.06,440.5484626024045,3.226923077,1,0,2
418,12/22/2017,14:52:43,25.94,26.13,25.81,26.38,15,20,90,54,0.07,0.05,0.06,0.06,440.5484626024045,-3.957692308,0,0,0
419,12/22/2017,14:53:14,25.94,26.06,25.81,26.38,15,20,89,54,0.07,0.05,0.06,0.06,440.5484626024045,-3.992307692,0,0,0
420,12/22/2017,14:53:45,25.94,26.13,25.81,26.38,15,20,89,54,0.07,0.05,0.06,0.06,440.5484626024045,-3.919230769,0,0,0
421,12/22/2017,14:54:15,25.94,26.06,25.81,26.31,15,20,89,54,0.07,0.05,0.06,0.07,440.5484626024045,-3.788461538,0,0,0
422,12/22/2017,14:54:46,25.94,26.06,25.75,26.31,15,20,89,54,0.07,0.05,0.07,0.06,440.5484626024045,-3.646153846,0,0,0
423,12/22/2017,14:55:16,25.94,26.06,25.75,26.38,15,20,88,54,0.07,0.05,0.06,0.06,440.5484626024045,-3.396153846,0,0,0
424,12/22/2017,14:55:47,25.94,26.06,25.81,26.38,15,20,89,54,0.07,0.05,0.06,0.06,440.5484626024045,-3.234615385,0,0,0
425,12/22/2017,14:56:18,25.94,26.06,25.75,26.38,15,20,88,54,0.06,0.05,0.06,0.06,440.5484626024045,-3.111538462,0,0,0
426,12/22/2017,14:56:48,25.94,26.06,25.75,26.38,14,19,86,53,0.07,0.05,0.06,0.07,440.5484626024045,-3.069230769,0,0,0
427,12/22/2017,14:57:19,25.94,26.06,25.75,26.31,14,19,85,52,0.09,0.05,0.07,0.07,440.5484626024045,-2.961538462,0,0,0
428,12/22/2017,14:57:50,25.94,26.06,25.75,26.31,14,18,84,51,0.07,0.06,0.06866091360926825,0.06,440.5484626024045,-2.880769231,0,0,0
429,12/22/2017,14:58:20,25.94,26.06,25.81,26.31,14,18,84,51,0.08,0.05,0.07,0.06,440.5484626024045,-2.873076923,0,0,0
430,12/22/2017,14:58:51,25.94,26.06,25.75,26.31,14,18,83,51,0.07,0.06,0.07,0.06,440.5484626024045,-2.842307692,0,0,0
431,12/22/2017,14:59:22,25.88,26.06,25.75,26.31,14,18,82,51,0.08,0.04,0.07,0.07,440.5484626024045,-2.742307692,0,0,0
432,12/22/2017,14:59:52,25.94,26.06,25.75,26.38,14,17,80,49,0.08,0.06,0.08,0.07,440.5484626024045,-2.626923077,0,0,0
433,12/22/2017,15:00:23,25.94,26.0,25.75,26.31,14,18,82,51,0.08,0.05,0.07,0.07,440.5484626024045,-2.55,0,0,0
434,12/22/2017,15:00:53,25.94,26.0,25.75,26.31,14,19,85,53,0.07,0.05,0.06,0.06,440.5484626024045,-2.519230769,0,0,0
435,12/22/2017,15:01:24,25.94,26.0,25.75,26.31,14,19,85,53,0.06,0.05,0.06,0.06,440.5484626024045,-2.492307692,0,0,0
436,12/22/2017,15:01:55,25.88,26.0,25.75,26.31,14,19,86,53,0.08,0.06,0.06,0.07,440.5484626024045,-2.515384615,0,0,0
437,12/22/2017,15:02:25,25.88,26.0,25.75,26.38,14,19,86,53,0.07,0.05,0.08,0.06,440.5484626024045,-2.538461538,0,0,0
438,12/22/2017,15:02:56,25.88,26.0,25.75,26.31,14,19,86,54,0.07,0.05,0.06,0.06,440.5484626024045,-2.565384615,0,0,0
439,12/22/2017,15:03:27,25.88,26.0,25.75,26.31,14,19,87,54,0.07,0.05,0.05,0.06,440.5484626024045,-2.55,0,0,0
440,12/22/2017,15:03:57,25.88,26.0,25.75,26.31,14,19,85,53,0.06,0.05,0.06,0.06,440.5484626024045,-2.634615385,0,0,0
441,12/22/2017,15:04:28,25.88,26.0,25.75,26.31,14,19,85,53,0.08,0.06,0.07,0.06,440.5484626024045,-2.769230769,0,0,0
442,12/22/2017,15:04:58,25.88,26.0,25.75,26.31,14,18,85,53,0.06,0.05,0.06,0.06,440.5484626024045,-2.807692308,0,0,0
443,12/22/2017,15:05:29,25.88,26.0,25.75,26.31,14,19,85,53,0.07,0.05,0.06,0.06,440.5484626024045,-2.8,0,0,0
444,12/22/2017,15:06:00,25.88,25.94,25.75,26.31,15,19,87,54,0.08,0.05,0.06,0.06,440.5484626024045,-2.796153846,0,0,0
446,12/22/2017,15:07:01,25.81,25.94,25.75,26.31,15,19,89,54,0.08,0.05,0.06,0.06,440.5484626024045,-2.680769231,0,0,0
447,12/22/2017,15:07:32,25.88,25.94,25.75,26.31,14,19,88,54,0.07,0.05,0.06,0.07,440.5484626024045,-2.565384615,0,0,0
448,12/22/2017,15:08:02,25.88,25.94,25.75,26.31,14,18,85,53,0.07,0.05,0.06,0.06,440.5484626024045,-2.303846154,0,0,0
449,12/22/2017,15:08:33,25.88,25.94,25.75,26.31,14,17,83,51,0.07,0.06,0.08,0.07,440.5484626024045,-2.088461538,0,0,0
450,12/22/2017,15:09:04,25.88,25.94,25.75,26.31,14,17,81,50,0.08,0.05643891291448484,0.06866091360926825,0.08,440.5484626024045,-1.923076923,0,0,0
451,12/22/2017,15:10:05,25.88,25.94,25.75,26.31,14,17,80,49,0.07,0.06,0.06,0.06,440.5484626024045,-1.861538462,0,0,0
452,12/22/2017,15:10:35,25.88,25.94,25.75,26.31,14,17,80,49,0.08,0.05,0.06,0.06,440.5484626024045,-1.807692308,0,0,0
453,12/22/2017,15:11:06,25.88,25.94,25.75,26.31,13,16,79,49,0.07,0.05643891291448484,0.06,0.07,440.5484626024045,-1.765384615,0,0,0
454,12/22/2017,15:11:37,25.88,25.94,25.75,26.31,14,17,80,49,0.07,0.05,0.08,0.08,440.5484626024045,-1.788461538,0,0,0
455,12/22/2017,15:12:07,25.88,25.94,25.75,26.31,14,17,80,49,0.08,0.07,0.08,0.06,440.5484626024045,-1.830769231,0,0,0
456,12/22/2017,15:12:38,25.81,25.94,25.75,26.31,14,16,80,49,0.08,0.05,0.08,0.07,440.5484626024045,-1.796153846,0,0,0
457,12/22/2017,15:13:09,25.88,25.88,25.69,26.31,13,17,80,49,0.08,0.04,0.06,0.06,440.5484626024045,-1.730769231,0,0,0
458,12/22/2017,15:13:39,25.81,25.94,25.75,26.31,13,16,79,49,0.1410713905734653,0.05,0.06,0.06,440.5484626024045,-1.680769231,0,0,0
459,12/22/2017,15:14:10,25.81,25.88,25.69,26.31,13,16,79,49,0.07,0.05,0.06866091360926825,0.1,440.5484626024045,-1.734615385,0,0,0
460,12/22/2017,15:14:41,25.88,25.88,25.69,26.31,13,16,78,49,0.07,0.05,0.06,0.06,440.5484626024045,-1.742307692,0,0,0
461,12/22/2017,15:15:11,25.81,25.88,25.69,26.38,13,16,78,49,0.07,0.05,0.06,0.06,440.5484626024045,-1.85,0,0,0
462,12/22/2017,15:15:42,25.88,25.94,25.69,26.38,13,16,78,49,0.07,0.05,0.07,0.06,440.5484626024045,-1.915384615,0,0,0
463,12/22/2017,15:16:12,25.81,25.88,25.75,26.31,13,16,79,49,0.08,0.05643891291448484,0.06866091360926825,0.07,440.5484626024045,-2.030769231,0,0,0
464,12/22/2017,15:16:43,25.81,25.88,25.69,26.38,14,17,80,50,0.06,0.05,0.06,0.06,440.5484626024045,-2.096153846,0,0,0
465,12/22/2017,15:17:14,25.88,25.88,25.69,26.31,14,17,81,50,0.07,0.05,0.06,0.07,440.5484626024045,-2.211538462,0,0,0
466,12/22/2017,15:17:44,25.81,25.88,25.75,26.31,14,17,81,50,0.07,0.05,0.06,0.05,440.5484626024045,-2.380769231,0,0,0
467,12/22/2017,15:18:15,25.81,25.88,25.69,26.38,14,16,80,50,0.07,0.05,0.06,0.07,440.5484626024045,-2.6,0,0,0
468,12/22/2017,15:18:46,25.81,25.88,25.69,26.31,13,17,80,50,0.08,0.05,0.06,0.06,440.5484626024045,-2.673076923,0,0,0
469,12/22/2017,15:19:16,25.81,25.88,25.69,26.38,13,16,80,49,0.07,0.05,0.06,0.06,440.5484626024045,-2.792307692,0,0,0
470,12/22/2017,15:19:47,25.81,25.88,25.69,26.31,13,16,80,49,0.07,0.07,0.07,0.07,440.5484626024045,-2.957692308,0,0,0
471,12/22/2017,15:20:18,25.88,25.88,25.69,26.31,13,16,80,49,0.07,0.05,0.06,0.06,440.5484626024045,-3.169230769,0,0,0
472,12/22/2017,15:20:48,25.81,25.88,25.69,26.31,13,16,80,49,0.07,0.05,0.06,0.06,440.5484626024045,-3.326923077,0,0,0
473,12/22/2017,15:21:19,25.81,25.88,25.69,26.31,13,16,79,49,0.07,0.06,0.07,0.06,440.5484626024045,-3.469230769,0,0,0
474,12/22/2017,15:21:49,25.81,25.88,25.69,26.31,13,16,79,49,0.08,0.05,0.07,0.06,440.5484626024045,-3.592307692,0,0,0
475,12/22/2017,15:22:20,25.81,25.88,25.69,26.31,13,16,80,49,0.07,0.05,0.06,0.06,440.5484626024045,-3.696153846,0,0,0
476,12/22/2017,15:22:51,25.81,25.88,25.69,26.38,13,16,79,49,0.07,0.05,0.07,0.06,440.5484626024045,-3.734615385,0,0,0
477,12/22/2017,15:23:21,25.81,25.88,25.69,26.31,13,16,79,49,0.07,0.05,0.07,0.06,440.5484626024045,-3.761538462,0,0,0
478,12/22/2017,15:23:52,25.81,25.88,25.69,26.31,13,15,78,48,0.07,0.05,0.07,0.06,440.5484626024045,-3.680769231,0,0,0
479,12/22/2017,15:25:24,25.81,25.88,25.69,26.25,107,33,77,49,0.1410713905734653,0.05643891291448484,0.06,0.15,440.5484626024045,-3.634615385,1,1,1
480,12/22/2017,15:25:55,25.81,25.88,25.69,26.31,112,34,76,49,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.09549420151079904,440.5484626024045,-3.526923077,0,0,1
481,12/22/2017,15:26:25,25.81,25.88,25.69,26.31,114,35,77,48,0.07,0.05,0.06,0.06,440.5484626024045,-3.357692308,0,0,1
482,12/22/2017,15:26:56,25.88,25.88,25.69,26.31,116,35,77,49,0.1410713905734653,0.06,0.07,0.06,440.5484626024045,-3.173076923,1,0,1
483,12/22/2017,15:27:26,25.88,25.88,25.69,26.31,118,35,79,49,0.1410713905734653,0.05,0.06866091360926825,0.06,440.5484626024045,-2.973076923,0,0,1
484,12/22/2017,15:27:57,25.88,25.88,25.69,26.31,119,35,76,49,0.1410713905734653,0.05643891291448484,0.06866091360926825,0.09,440.5484626024045,-2.815384615,0,0,1
485,12/22/2017,15:28:28,25.88,25.88,25.69,26.25,119,35,74,48,0.1410713905734653,0.06,0.06,0.11,440.5484626024045,-2.703846154,1,0,1
